measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),161,Bangladesh,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,379192.37523580214,531535.3740936519,267141.05439294415
4,YLLs (Years of Life Lost),209,Guinea-Bissau,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,6881.8012326512035,10602.324391273303,4321.8412286745815
4,YLLs (Years of Life Lost),209,Guinea-Bissau,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,4112.975419384682,6580.296383944617,2497.1024114819534
4,YLLs (Years of Life Lost),209,Guinea-Bissau,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,17448.378913444565,27216.70829003829,9696.19491162308
4,YLLs (Years of Life Lost),209,Guinea-Bissau,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,18514.30151172,29258.20043876728,10233.64144423797
4,YLLs (Years of Life Lost),193,Botswana,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,203.5123500094576,471.89584183572623,78.23268733950063
4,YLLs (Years of Life Lost),193,Botswana,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,1339.6886907339442,2676.0643639425825,594.7435163740238
4,YLLs (Years of Life Lost),193,Botswana,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,15700.391741800771,26625.48632243667,7834.7474943954285
4,YLLs (Years of Life Lost),193,Botswana,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,7129.588133781056,21803.63133327297,2328.710130932322
4,YLLs (Years of Life Lost),193,Botswana,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,3838.2902253750513,6383.201742165074,2236.86889441731
4,YLLs (Years of Life Lost),193,Botswana,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,2011.7620507740344,3313.250648066951,1144.1833750561348
4,YLLs (Years of Life Lost),193,Botswana,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,12588.440575371571,18971.80301073799,7546.175622389608
4,YLLs (Years of Life Lost),193,Botswana,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,11163.089961723059,16549.813826175458,6495.624702961606
4,YLLs (Years of Life Lost),209,Guinea-Bissau,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,2176.0945164865043,4666.908821581012,900.9305523859524
4,YLLs (Years of Life Lost),209,Guinea-Bissau,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,4751.234357813812,10385.2184401029,1697.4785773651543
4,YLLs (Years of Life Lost),209,Guinea-Bissau,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,39690.0494107373,72527.89644548495,17740.548483017643
4,YLLs (Years of Life Lost),209,Guinea-Bissau,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,49397.15088723531,93864.58079435259,21902.242762290407
4,YLLs (Years of Life Lost),80,France,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,95.15209475119471,136.50689908259235,63.29340061471937
4,YLLs (Years of Life Lost),80,France,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,233.63218735252704,315.37638689602363,164.25053875733377
4,YLLs (Years of Life Lost),80,France,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,963.0399811006661,1389.5765585613183,621.2080095500324
4,YLLs (Years of Life Lost),80,France,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,719.1456462832261,994.1250145385311,502.2238611829393
4,YLLs (Years of Life Lost),80,France,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,242.1107951106427,325.3552264821221,173.5011530405774
4,YLLs (Years of Life Lost),80,France,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,325.25287237213354,448.3300817622592,237.5451002318621
4,YLLs (Years of Life Lost),80,France,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,1742.1959522429902,2339.7041338702393,1243.6834807864395
4,YLLs (Years of Life Lost),80,France,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,1263.9067564790744,1680.8449729283607,910.2519493702517
4,YLLs (Years of Life Lost),176,Comoros,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,4189.159525994944,7852.117238239742,2305.766154999618
4,YLLs (Years of Life Lost),176,Comoros,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,1743.0671643817423,2720.774572919017,1047.9416446129696
4,YLLs (Years of Life Lost),176,Comoros,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,10013.30199307916,14582.067419427067,6453.3513573307
4,YLLs (Years of Life Lost),176,Comoros,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,4727.174703273236,7205.209135687622,2915.7739216993577
4,YLLs (Years of Life Lost),88,Malta,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,0.35172716968997564,0.501347245700586,0.2400454604567601
4,YLLs (Years of Life Lost),88,Malta,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,0.7153341184782048,1.093547158600321,0.4519231304802989
4,YLLs (Years of Life Lost),88,Malta,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,3.796010296927849,5.690927455773492,2.321118521350809
4,YLLs (Years of Life Lost),88,Malta,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,1.3846606243201096,2.088744089076673,0.8738124770258316
4,YLLs (Years of Life Lost),88,Malta,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,9.292829059918736,12.5721168794518,6.732863429841731
4,YLLs (Years of Life Lost),88,Malta,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,7.078227200955732,9.097846194650431,5.360603719757891
4,YLLs (Years of Life Lost),88,Malta,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,39.18822852018844,52.9839767505818,28.137823205721194
4,YLLs (Years of Life Lost),88,Malta,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,17.580343959641255,24.219788361050927,12.30437336915714
4,YLLs (Years of Life Lost),1,Global,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,2600913.849903104,3219309.5485529415,2112252.606037078
4,YLLs (Years of Life Lost),1,Global,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,4677586.548793561,5694902.185025995,3793404.4488903717
4,YLLs (Years of Life Lost),1,Global,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,34720352.31449433,40685321.50774655,29234577.12005122
4,YLLs (Years of Life Lost),1,Global,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,28378742.892859533,34752194.44581912,22470590.562729843
4,YLLs (Years of Life Lost),1,Global,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,14546493.46648055,16401817.059198657,12917435.895515312
4,YLLs (Years of Life Lost),1,Global,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,10930574.967295963,12334723.570326053,9652200.556094488
4,YLLs (Years of Life Lost),1,Global,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,40785824.278703876,47080134.198956154,35534765.10813895
4,YLLs (Years of Life Lost),1,Global,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,21912654.098039486,26523936.34750515,17798826.880756553
4,YLLs (Years of Life Lost),145,Kuwait,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,7.876100271539231,11.355268769801294,5.334771555109006
4,YLLs (Years of Life Lost),145,Kuwait,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,47.948016460703855,69.52139705347149,31.798891876739017
4,YLLs (Years of Life Lost),145,Kuwait,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,215.80970327702195,317.64376963027075,143.55675842005363
4,YLLs (Years of Life Lost),145,Kuwait,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,51.655999288924896,76.40324440121178,33.48669992971553
4,YLLs (Years of Life Lost),320,Cook Islands,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,0.021264529120099844,0.03743754187704678,0.0106719646597897
4,YLLs (Years of Life Lost),320,Cook Islands,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,0.07125655062035857,0.12750720717628708,0.03762066771985149
4,YLLs (Years of Life Lost),320,Cook Islands,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,0.46619015763665356,0.817327508933477,0.22885844549627632
4,YLLs (Years of Life Lost),320,Cook Islands,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,0.9877381281915935,1.9885019274225244,0.3412227796418907
4,YLLs (Years of Life Lost),320,Cook Islands,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,1.4839366337940312,2.3940906717925508,0.7980346770412375
4,YLLs (Years of Life Lost),320,Cook Islands,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,2.818062165115107,4.244464731977068,1.770021557082673
4,YLLs (Years of Life Lost),320,Cook Islands,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,10.035785518300624,14.541115761543496,6.565766319046745
4,YLLs (Years of Life Lost),320,Cook Islands,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,10.53445239035985,17.203872137610816,4.480267453490953
4,YLLs (Years of Life Lost),129,Honduras,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,1731.006996221621,3818.0461395600087,633.657775677841
4,YLLs (Years of Life Lost),129,Honduras,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,4296.11682428254,8222.43956096218,1941.2909468642217
4,YLLs (Years of Life Lost),129,Honduras,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,35965.75391406003,57750.45827185888,18209.96402038433
4,YLLs (Years of Life Lost),129,Honduras,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,15465.270027641003,27071.66346302519,7631.923488394503
4,YLLs (Years of Life Lost),129,Honduras,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,6743.295102436995,10602.230988075258,3864.228985662917
4,YLLs (Years of Life Lost),129,Honduras,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,5572.980683308956,8808.891294699319,3095.689223333133
4,YLLs (Years of Life Lost),129,Honduras,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,13418.88800680303,22902.426923002004,6033.302865823245
4,YLLs (Years of Life Lost),129,Honduras,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,5456.4669442773475,9184.07185624293,2456.3161799115874
4,YLLs (Years of Life Lost),113,Guyana,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,118.90878883698205,180.4053153874609,71.27002407888156
4,YLLs (Years of Life Lost),113,Guyana,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,117.27559957270434,190.50989632150473,67.46934154659687
4,YLLs (Years of Life Lost),113,Guyana,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,1587.1575981905066,2253.5901437818366,1036.3029233929378
4,YLLs (Years of Life Lost),113,Guyana,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,462.14225814903824,681.5125487037552,292.0361584614224
4,YLLs (Years of Life Lost),113,Guyana,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,631.2761724620722,986.7380196316515,389.297825514009
4,YLLs (Years of Life Lost),113,Guyana,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,221.33718949189864,334.88286754146264,131.25316202704192
4,YLLs (Years of Life Lost),113,Guyana,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,1726.0602362450695,2530.695141628215,1150.4120599438168
4,YLLs (Years of Life Lost),113,Guyana,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,565.3537750679546,862.8325382177154,345.7789836021884
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,99.11768133905241,223.92026371261406,38.40923046521418
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,306.1280994860454,660.9224423766622,97.82956001311689
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,5714.441697041568,11324.269293800575,2150.3248961740323
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,3202.6524398811384,6752.811702711241,478.8241051511565
4,YLLs (Years of Life Lost),97,Argentina,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,328.3002850054429,441.5441112306313,243.51899410916795
4,YLLs (Years of Life Lost),97,Argentina,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,1788.4618640281756,2314.074289823544,1382.3922861149551
4,YLLs (Years of Life Lost),97,Argentina,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,8602.634977774978,11500.919379041894,6078.303289042892
4,YLLs (Years of Life Lost),97,Argentina,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,3961.5126980220066,5006.527539246032,3053.1764072157916
4,YLLs (Years of Life Lost),97,Argentina,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,4741.835813679259,5596.872826527428,4046.941575201231
4,YLLs (Years of Life Lost),97,Argentina,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,4022.0226373165005,4881.290478863859,3272.341153893084
4,YLLs (Years of Life Lost),97,Argentina,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,40790.21525081793,48829.314665109254,34871.22616908505
4,YLLs (Years of Life Lost),97,Argentina,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,12020.606418724852,14660.075518238946,9644.516444698076
4,YLLs (Years of Life Lost),91,Portugal,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,19.70117690027702,27.202240447405725,13.637861366560811
4,YLLs (Years of Life Lost),91,Portugal,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,104.04707707708073,147.2116151681558,68.6439022015758
4,YLLs (Years of Life Lost),91,Portugal,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,174.10498139983778,253.090382193057,110.5499131677574
4,YLLs (Years of Life Lost),91,Portugal,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,130.11916467117427,182.88774299677544,89.02274382604915
4,YLLs (Years of Life Lost),91,Portugal,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,193.61765724553004,264.70735235114364,137.72851324585437
4,YLLs (Years of Life Lost),91,Portugal,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,226.00671456808573,297.2742465525023,166.1445553419751
4,YLLs (Years of Life Lost),91,Portugal,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,636.9191781764916,887.7580031311694,447.0589490385447
4,YLLs (Years of Life Lost),91,Portugal,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,394.18106314340736,536.2317894924331,282.5268840637246
4,YLLs (Years of Life Lost),433,Northern Ireland,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,3.248016518673275,4.369022031648737,2.4173162514421556
4,YLLs (Years of Life Lost),433,Northern Ireland,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,4.306966514809122,6.085885787119256,2.8993522320047274
4,YLLs (Years of Life Lost),433,Northern Ireland,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,39.37797271061605,59.44146716101164,23.44807959443305
4,YLLs (Years of Life Lost),433,Northern Ireland,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,11.795569505042172,17.125510878254357,7.830656898087924
4,YLLs (Years of Life Lost),433,Northern Ireland,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,58.779566494751904,75.10565423214868,45.229229136837525
4,YLLs (Years of Life Lost),433,Northern Ireland,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,29.74526831970463,39.15243433995632,21.786553151972598
4,YLLs (Years of Life Lost),433,Northern Ireland,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,126.48460190303354,182.12456813209604,83.51939261267604
4,YLLs (Years of Life Lost),433,Northern Ireland,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,71.33523007464474,98.73141144656884,50.44051633791056
4,YLLs (Years of Life Lost),177,Djibouti,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,4178.056774976225,6563.942074366156,2428.977266769737
4,YLLs (Years of Life Lost),177,Djibouti,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,2866.1745198498165,4292.398953303781,1756.3178906754456
4,YLLs (Years of Life Lost),177,Djibouti,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,18542.29978686416,27106.907378325388,11928.040371496762
4,YLLs (Years of Life Lost),177,Djibouti,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,10729.017349322017,16282.795574500225,6614.266315485477
4,YLLs (Years of Life Lost),6,China,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,5704.977441131291,6594.329691964676,5005.785283924113
4,YLLs (Years of Life Lost),6,China,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,10677.917365099582,12169.912825964719,9355.046569851216
4,YLLs (Years of Life Lost),6,China,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,171689.42215313777,198407.5096657345,149199.29949420196
4,YLLs (Years of Life Lost),6,China,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,50763.223740601374,59693.89322783821,44144.67544890086
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,92.80016295411812,125.1624811041273,69.23060398357796
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,89.715264836056,124.63323357698924,61.50132578026847
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,135.78926537292887,209.34715728654518,86.57322700434695
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,55.17364398645255,82.05287610019616,35.459982704678985
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,75.42675878153732,96.15565886172514,58.87857016546395
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,34.56767129815654,46.14104804443071,24.631439910185357
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,251.64577237159097,355.99274348615626,160.79357326783833
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,115.00569015777631,167.02882942255698,75.95772656006875
4,YLLs (Years of Life Lost),196,South Africa,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,2011,3266.8470372071256,4217.024685624191,2466.3773869961797
4,YLLs (Years of Life Lost),196,South Africa,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,2011,27620.029623260114,37312.53729937356,19606.728203606497
4,YLLs (Years of Life Lost),196,South Africa,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,2011,458086.8137048673,599399.5125211211,342407.6881611256
4,YLLs (Years of Life Lost),196,South Africa,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,2011,74399.87078987427,110912.47078233438,45647.27787591042
4,YLLs (Years of Life Lost),196,South Africa,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,69994.31538072231,89820.94989572208,53146.25598761263
4,YLLs (Years of Life Lost),196,South Africa,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,50860.05538192813,68150.40381147477,36589.34365299433
4,YLLs (Years of Life Lost),196,South Africa,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,351110.4081001697,450433.8716866945,265668.6324405298
4,YLLs (Years of Life Lost),196,South Africa,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,53002.41223761663,76446.03204598153,34071.34219086185
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2011,3231.1278017070367,5019.10765834178,1915.1932563114208
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2011,961.2908627287792,1435.5386024852896,588.5937702444259
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2011,15997.342063965854,21629.753825205484,10790.61778586767
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2011,5470.8404837225835,8235.378214566075,1212.1027540705547
