measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),10,Cambodia,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,376.6206155844444,837.365419563208,105.26249741279355
4,YLLs (Years of Life Lost),52,Romania,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1956.5814638565519,2788.853594559739,1231.38035252625
4,YLLs (Years of Life Lost),52,Romania,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,5541.593357405546,7874.260482445255,3481.1160556045634
4,YLLs (Years of Life Lost),143,Iraq,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,7911.472699569929,13439.798811526665,4330.891934051547
4,YLLs (Years of Life Lost),143,Iraq,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,19417.234445428094,31738.994939116612,10632.103112293133
4,YLLs (Years of Life Lost),143,Iraq,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,2232.234766713297,4430.655444504019,735.758015430395
4,YLLs (Years of Life Lost),143,Iraq,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1249.8397189522027,2554.46478660203,377.9908412946812
4,YLLs (Years of Life Lost),48,Hungary,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,20.134498746172532,29.390184517313184,13.021950602821505
4,YLLs (Years of Life Lost),48,Hungary,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,64.06075573939351,97.1676216626493,36.76802292477927
4,YLLs (Years of Life Lost),48,Hungary,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,22.028069775030026,42.16310339095151,6.975823019356987
4,YLLs (Years of Life Lost),48,Hungary,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,7.593107655082382,14.720351290597812,2.5715901902010057
4,YLLs (Years of Life Lost),48,Hungary,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,81.45145706761855,121.4693485716953,48.483183823449984
4,YLLs (Years of Life Lost),48,Hungary,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,156.13970473080212,247.6321068437571,84.19611049291538
4,YLLs (Years of Life Lost),31,"Central Europe, Eastern Europe, and Central Asia",3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,7471.252785561105,11363.916642623644,5115.109519864928
4,YLLs (Years of Life Lost),31,"Central Europe, Eastern Europe, and Central Asia",3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,39048.29333899118,55068.51575764424,26334.373970261448
4,YLLs (Years of Life Lost),31,"Central Europe, Eastern Europe, and Central Asia",3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,4274.3787931973,7760.142509428943,1440.0669335691632
4,YLLs (Years of Life Lost),31,"Central Europe, Eastern Europe, and Central Asia",3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1703.88525142065,3224.0460023426244,601.5614051853802
4,YLLs (Years of Life Lost),41,Uzbekistan,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1190.8594509876787,1796.8714933572949,727.3285276636134
4,YLLs (Years of Life Lost),41,Uzbekistan,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,3643.0143124449573,5355.05122801621,2372.0111070806392
4,YLLs (Years of Life Lost),41,Uzbekistan,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,192.70836698535373,390.2765260742598,62.2331264321878
4,YLLs (Years of Life Lost),41,Uzbekistan,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,122.14163476137912,236.3506808807256,41.872498072626115
4,YLLs (Years of Life Lost),101,Canada,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,65.60932120561803,100.28379637576803,39.9755774144561
4,YLLs (Years of Life Lost),101,Canada,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,267.76193892533394,376.01290883798015,181.34753571354773
4,YLLs (Years of Life Lost),15,Myanmar,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,27052.75712750826,47885.009391980595,13900.147581854224
4,YLLs (Years of Life Lost),15,Myanmar,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,102137.31296665044,170471.7885067174,49119.2625170239
4,YLLs (Years of Life Lost),99,Uruguay,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,48.80524095302952,71.37784343984902,29.52227060847185
4,YLLs (Years of Life Lost),99,Uruguay,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,220.30667637614457,331.1221607252564,126.31143239520732
4,YLLs (Years of Life Lost),6,China,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,5222.488020530679,6243.109260891014,4287.150027704726
4,YLLs (Years of Life Lost),6,China,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,53990.92291604841,66685.21835363159,42028.93640115362
4,YLLs (Years of Life Lost),6,China,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,6550.415874942669,12227.692502186243,2048.5079423770653
4,YLLs (Years of Life Lost),6,China,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,2178.0452252148525,3822.7582919603374,727.665933052656
4,YLLs (Years of Life Lost),78,Denmark,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,21.91920414149278,34.96223245489099,12.844801088752106
4,YLLs (Years of Life Lost),78,Denmark,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,27.60632754702065,44.503677362758815,14.738248513321492
4,YLLs (Years of Life Lost),78,Denmark,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,5.290340595182278,10.577621263835404,1.484949994340592
4,YLLs (Years of Life Lost),78,Denmark,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,4.040350749051065,7.93506733579208,1.319933013770686
4,YLLs (Years of Life Lost),74,Andorra,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,0.09167360690979819,0.14494007572675732,0.05159332708710304
4,YLLs (Years of Life Lost),74,Andorra,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,0.24230914050169516,0.3944971872700204,0.1349371500720005
4,YLLs (Years of Life Lost),53,Serbia,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,111.56660918250141,162.86145551854594,72.53059097619288
4,YLLs (Years of Life Lost),53,Serbia,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,289.1293565991989,424.04317689550567,183.09372414909728
4,YLLs (Years of Life Lost),54,Slovakia,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,50.88422164897126,74.81529203859533,30.500467840085424
4,YLLs (Years of Life Lost),54,Slovakia,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,191.3636285481576,284.009890990527,114.10860277086762
4,YLLs (Years of Life Lost),132,Panama,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,101.25612763255894,151.58540249337926,62.559546739673344
4,YLLs (Years of Life Lost),132,Panama,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1596.0673407905344,2262.034884755151,1111.94958864022
4,YLLs (Years of Life Lost),132,Panama,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,189.5721666147978,362.08924534988216,63.441241886696496
4,YLLs (Years of Life Lost),132,Panama,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,175.7221953037557,322.6948881484789,56.03102119773648
4,YLLs (Years of Life Lost),124,Central Latin America,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,8150.201178891586,10834.719524336486,6088.725000670481
4,YLLs (Years of Life Lost),124,Central Latin America,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,86942.57164669942,112499.8705839999,64434.777031156154
4,YLLs (Years of Life Lost),124,Central Latin America,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,10090.640692139094,18661.422899037432,3440.5717250646994
4,YLLs (Years of Life Lost),124,Central Latin America,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,5970.006538465593,10654.344921474383,2035.0416070703457
4,YLLs (Years of Life Lost),39,Tajikistan,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,2571.9384222657454,5442.065241015744,992.4644242849535
4,YLLs (Years of Life Lost),39,Tajikistan,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,18215.796055430194,30595.380652119602,8982.166705179126
4,YLLs (Years of Life Lost),39,Tajikistan,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1444.098917422849,2941.052134550076,383.5017144690405
4,YLLs (Years of Life Lost),39,Tajikistan,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,817.1098556887171,1771.4446383837844,241.1875154413119
4,YLLs (Years of Life Lost),49,North Macedonia,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,10.4039070563681,15.742492741217836,6.4007463605020725
4,YLLs (Years of Life Lost),49,North Macedonia,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,69.18922885992032,107.19379316034879,41.411277819368024
4,YLLs (Years of Life Lost),49,North Macedonia,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,9.477770280815761,18.463763312345147,2.9795640835330817
4,YLLs (Years of Life Lost),49,North Macedonia,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1.495512628257841,2.9626242463355528,0.4566122471135765
4,YLLs (Years of Life Lost),76,Belgium,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,17.02779759008379,24.95723774443715,10.844647854257992
4,YLLs (Years of Life Lost),76,Belgium,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,60.850756904703665,92.0579224660821,37.54213224875203
4,YLLs (Years of Life Lost),52,Romania,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,136.8007752392516,197.1000061016268,87.83338650515451
4,YLLs (Years of Life Lost),52,Romania,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,617.4453538054421,893.6860508359816,404.99946131363157
4,YLLs (Years of Life Lost),52,Romania,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,80.79188333526429,158.6940492248386,27.580364967038665
4,YLLs (Years of Life Lost),52,Romania,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,16.2337485764176,30.199037304192554,5.302855049374067
4,YLLs (Years of Life Lost),17,Sri Lanka,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,180.10056137889984,293.2274547278846,96.09044357939189
4,YLLs (Years of Life Lost),17,Sri Lanka,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,639.5651407058408,1048.6331521230754,335.3100217922862
4,YLLs (Years of Life Lost),141,Egypt,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,57446.52206492733,117669.58081489798,22776.69941703438
4,YLLs (Years of Life Lost),141,Egypt,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,177661.35270211677,301303.12649561866,89144.54363476527
4,YLLs (Years of Life Lost),141,Egypt,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,9540.155438612963,19029.10775833043,2858.9905962916005
4,YLLs (Years of Life Lost),141,Egypt,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,8613.459426563477,18455.057223535045,2457.5709352180666
4,YLLs (Years of Life Lost),103,Latin America and Caribbean,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,46238.20734610322,66623.97740921407,32575.04141087263
4,YLLs (Years of Life Lost),103,Latin America and Caribbean,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,375025.91062965954,470076.6155989523,289290.98799674434
4,YLLs (Years of Life Lost),103,Latin America and Caribbean,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,44965.72552191413,80602.76354965936,15678.958336554886
4,YLLs (Years of Life Lost),103,Latin America and Caribbean,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,18466.71464549474,32911.24323056631,6602.9534728911185
4,YLLs (Years of Life Lost),90,Norway,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,3.1774736561581687,3.9407228007156787,2.229297302636901
4,YLLs (Years of Life Lost),90,Norway,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,4.352427536502176,5.696680028342762,2.7985444553982575
4,YLLs (Years of Life Lost),90,Norway,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1.007540268191529,1.8536833418591079,0.3504914513358727
4,YLLs (Years of Life Lost),90,Norway,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,2.6480180927256467,4.97154654199006,0.961738063589739
4,YLLs (Years of Life Lost),78,Denmark,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,7.870362014503042,11.853924404987467,4.752498890324398
4,YLLs (Years of Life Lost),78,Denmark,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,25.667337473860293,41.499644936473345,13.889638289456851
4,YLLs (Years of Life Lost),53,Serbia,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,23.350913084473692,35.26432176111343,14.693124077412202
4,YLLs (Years of Life Lost),53,Serbia,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,67.33375778042537,100.46756344103348,43.56037750172314
4,YLLs (Years of Life Lost),53,Serbia,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,10.559198608183232,20.415196112834035,3.231827664681501
4,YLLs (Years of Life Lost),53,Serbia,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,3.029619885375339,6.034656884518926,0.9131809345613149
4,YLLs (Years of Life Lost),46,Croatia,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,7.758167097783714,11.205962797758227,4.966429395677495
4,YLLs (Years of Life Lost),46,Croatia,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,29.43058980960904,43.46145376999166,17.040869435897562
4,YLLs (Years of Life Lost),46,Croatia,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,9.487580691886803,18.422183901501732,2.9233690789524114
4,YLLs (Years of Life Lost),46,Croatia,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,2.7597959079155667,5.18799230833059,0.9249154844609974
4,YLLs (Years of Life Lost),23,Kiribati,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,19.99936854100104,40.116833219044935,8.636768889034787
4,YLLs (Years of Life Lost),23,Kiribati,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,104.40345350707258,197.3161728436999,45.37251061538725
4,YLLs (Years of Life Lost),23,Kiribati,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,7.263332878739826,17.925713216144874,1.7751166354922159
4,YLLs (Years of Life Lost),23,Kiribati,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,17.85296474499541,38.00793976070547,5.0879961264571305
4,YLLs (Years of Life Lost),71,Australia,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,42.78188427864779,63.809367915824296,27.8368489506137
4,YLLs (Years of Life Lost),71,Australia,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,272.0419366763233,385.468948945632,181.57336207313253
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,131.72264297309746,285.64477937870157,41.89172175390916
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1514.0859191502188,3123.1798985765354,569.1502406309329
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,122.09252839778136,322.13567943683785,26.560109866374557
4,YLLs (Years of Life Lost),19,Timor-Leste,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,121.98644574114685,306.13124677431256,13.739177260371475
4,YLLs (Years of Life Lost),8,Taiwan (Province of China),3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,37.158330512149476,56.195698167858716,24.20459367058551
4,YLLs (Years of Life Lost),8,Taiwan (Province of China),3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,71.37497620761451,106.37079189837354,44.75929862462295
4,YLLs (Years of Life Lost),8,Taiwan (Province of China),3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,5.833296035539573,11.706263048727928,1.8216223184252243
4,YLLs (Years of Life Lost),8,Taiwan (Province of China),3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1.9520720810158674,3.9658115908407416,0.6347181662030817
4,YLLs (Years of Life Lost),79,Finland,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,4.402671829584553,6.843874734500091,2.498779426940133
4,YLLs (Years of Life Lost),79,Finland,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,8.935696116662227,14.133273448401887,4.692802809013002
4,YLLs (Years of Life Lost),13,Malaysia,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,395.5288342162564,634.312845698239,217.416760656415
4,YLLs (Years of Life Lost),13,Malaysia,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1212.8082413105194,1960.8019787717128,634.3628240195583
4,YLLs (Years of Life Lost),86,Italy,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,63.41355055685795,76.81684869615364,51.52600178156272
4,YLLs (Years of Life Lost),86,Italy,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,184.75712694857086,233.45252590717453,140.79779975684008
4,YLLs (Years of Life Lost),86,Italy,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,44.915531102991366,77.671060966546,16.351360393955744
4,YLLs (Years of Life Lost),86,Italy,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,14.33738051536218,26.83672355349434,5.157971738478793
4,YLLs (Years of Life Lost),47,Czechia,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,19.113494464794357,28.985235511488273,11.616952395054474
4,YLLs (Years of Life Lost),47,Czechia,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,78.26310405474929,115.03282602721568,48.38306069954595
